date,period,value,field,symbol
2014-04-29,201401,-0.141569,YOYLiability,sh601100
2014-04-29,201401,0.102621,liabilityToAsset,sh601100
2014-04-29,201401,1.114356,assetToEquity,sh601100
2014-04-29,201401,0.214705,CFOToOR,sh601100
2014-04-29,201401,1.737845,CFOToNP,sh601100
2014-04-29,201401,0.214705,CFOToGr,sh601100
2014-04-29,201401,0.027113,YOYEquity,sh601100
2014-04-29,201401,-0.485281,YOYNI,sh601100
2014-04-29,201401,-0.454545,YOYEPSBasic,sh601100
2014-04-29,201401,-0.463154,YOYPNI,sh601100
2014-04-29,201401,0.010589,roeAvg,sh601100
2014-04-29,201401,0.123547,npMargin,sh601100
2014-04-29,201401,35856759.54,netProfit,sh601100
2014-04-29,201401,0.301365,epsTTM,sh601100
2014-04-29,201401,,MBRevenue,sh601100
2014-04-29,201401,630000000.0,totalShare,sh601100
2014-04-29,201401,157500000.0,liqaShare,sh601100
2014-04-29,201401,0.010589,dupontROE,sh601100
2014-04-29,201401,1.124277,dupontAssetStoEquity,sh601100
2014-04-29,201401,0.074768,dupontAssetTurn,sh601100
2014-04-29,201401,1.019608,dupontPnitoni,sh601100
2014-04-29,201401,0.123547,dupontNitogr,sh601100
2014-04-29,201401,0.846893,dupontTaxBurden,sh601100
2014-04-29,201401,0.074768,AssetTurnRatio,sh601100
2015-04-28,201501,0.415364,YOYLiability,sh601100
2015-04-28,201501,0.140062,liabilityToAsset,sh601100
2015-04-28,201501,1.162875,assetToEquity,sh601100
2015-04-28,201501,0.093958,CFOToOR,sh601100
2015-04-28,201501,4.912016,CFOToNP,sh601100
2015-04-28,201501,0.093958,CFOToGr,sh601100
2015-04-28,201501,-0.00587,YOYEquity,sh601100
2015-04-28,201501,-0.860787,YOYNI,sh601100
2015-04-28,201501,-0.833333,YOYEPSBasic,sh601100
2015-04-28,201501,-0.850883,YOYPNI,sh601100
2015-04-28,201501,0.001581,roeAvg,sh601100
2015-04-28,201501,0.019128,npMargin,sh601100
2015-04-28,201501,4991710.71,netProfit,sh601100
2015-04-28,201501,0.096506,epsTTM,sh601100
2015-04-28,201501,,MBRevenue,sh601100
2015-04-28,201501,630000000.0,totalShare,sh601100
2015-04-28,201501,157500000.0,liqaShare,sh601100
2015-04-28,201501,0.001581,dupontROE,sh601100
2015-04-28,201501,1.176798,dupontAssetStoEquity,sh601100
2015-04-28,201501,0.064328,dupontAssetTurn,sh601100
2015-04-28,201501,1.092151,dupontPnitoni,sh601100
2015-04-28,201501,0.019128,dupontNitogr,sh601100
2015-04-28,201501,0.740023,dupontTaxBurden,sh601100
2015-04-28,201501,0.064328,AssetTurnRatio,sh601100
2016-04-30,201601,1.440027,YOYLiability,sh601100
2016-04-30,201601,0.283282,liabilityToAsset,sh601100
2016-04-30,201601,1.395249,assetToEquity,sh601100
2016-04-30,201601,-0.140554,CFOToOR,sh601100
2016-04-30,201601,-8.802893,CFOToNP,sh601100
2016-04-30,201601,-0.140554,CFOToGr,sh601100
2016-04-30,201601,0.006233,YOYEquity,sh601100
2016-04-30,201601,-0.189442,YOYNI,sh601100
2016-04-30,201601,0.0,YOYEPSBasic,sh601100
2016-04-30,201601,-0.263499,YOYPNI,sh601100
2016-04-30,201601,0.001156,roeAvg,sh601100
2016-04-30,201601,0.015967,npMargin,sh601100
2016-04-30,201601,4046071.03,netProfit,sh601100
2016-04-30,201601,0.098535,epsTTM,sh601100
2016-04-30,201601,,MBRevenue,sh601100
2016-04-30,201601,630000000.0,totalShare,sh601100
2016-04-30,201601,247275000.0,liqaShare,sh601100
2016-04-30,201601,0.001156,dupontROE,sh601100
2016-04-30,201601,1.381075,dupontAssetStoEquity,sh601100
2016-04-30,201601,0.052839,dupontAssetTurn,sh601100
2016-04-30,201601,0.992365,dupontPnitoni,sh601100
2016-04-30,201601,0.015967,dupontNitogr,sh601100
2016-04-30,201601,0.606798,dupontTaxBurden,sh601100
2016-04-30,201601,0.052839,AssetTurnRatio,sh601100
2017-04-25,201701,0.305402,YOYLiability,sh601100
2017-04-25,201701,0.334713,liabilityToAsset,sh601100
2017-04-25,201701,1.503111,assetToEquity,sh601100
2017-04-25,201701,-0.124638,CFOToOR,sh601100
2017-04-25,201701,-1.172475,CFOToNP,sh601100
2017-04-25,201701,-0.124638,CFOToGr,sh601100
2017-04-25,201701,0.026691,YOYEquity,sh601100
2017-04-25,201701,13.621362,YOYNI,sh601100
2017-04-25,201701,9.0,YOYEPSBasic,sh601100
2017-04-25,201701,13.816517,YOYPNI,sh601100
2017-04-25,201701,0.01683,roeAvg,sh601100
2017-04-25,201701,0.106304,npMargin,sh601100
2017-04-25,201701,59159070.19,netProfit,sh601100
2017-04-25,201701,0.199726,epsTTM,sh601100
2017-04-25,201701,,MBRevenue,sh601100
2017-04-25,201701,630000000.0,totalShare,sh601100
2017-04-25,201701,630000000.0,liqaShare,sh601100
2017-04-25,201701,0.01683,dupontROE,sh601100
2017-04-25,201701,1.499732,dupontAssetStoEquity,sh601100
2017-04-25,201701,0.104976,dupontAssetTurn,sh601100
2017-04-25,201701,1.005611,dupontPnitoni,sh601100
2017-04-25,201701,0.106304,dupontNitogr,sh601100
2017-04-25,201701,0.815532,dupontTaxBurden,sh601100
2017-04-25,201701,0.104976,AssetTurnRatio,sh601100
2018-04-26,201801,0.366634,YOYLiability,sh601100
2018-04-26,201801,0.38012,liabilityToAsset,sh601100
2018-04-26,201801,1.613215,assetToEquity,sh601100
2018-04-26,201801,0.022822,CFOToOR,sh601100
2018-04-26,201801,0.141183,CFOToNP,sh601100
2018-04-26,201801,0.022822,CFOToGr,sh601100
2018-04-26,201801,0.12281,YOYEquity,sh601100
2018-04-26,201801,1.651635,YOYNI,sh601100
2018-04-26,201801,1.5,YOYEPSBasic,sh601100
2018-04-26,201801,1.635325,YOYPNI,sh601100
2018-04-26,201801,0.039953,roeAvg,sh601100
2018-04-26,201801,0.161647,npMargin,sh601100
2018-04-26,201801,156868273.43,netProfit,sh601100
2018-04-26,201801,0.760679,epsTTM,sh601100
2018-04-26,201801,,MBRevenue,sh601100
2018-04-26,201801,630000000.0,totalShare,sh601100
2018-04-26,201801,630000000.0,liqaShare,sh601100
2018-04-26,201801,0.039953,dupontROE,sh601100
2018-04-26,201801,1.612964,dupontAssetStoEquity,sh601100
2018-04-26,201801,0.153324,dupontAssetTurn,sh601100
2018-04-26,201801,0.999425,dupontPnitoni,sh601100
2018-04-26,201801,0.161647,dupontNitogr,sh601100
2018-04-26,201801,0.867404,dupontTaxBurden,sh601100
2018-04-26,201801,0.153324,AssetTurnRatio,sh601100
2019-04-23,201901,0.190721,YOYLiability,sh601100
2019-04-23,201901,0.375368,liabilityToAsset,sh601100
2019-04-23,201901,1.600943,assetToEquity,sh601100
