date,period,value,field,symbol
2014-04-18,201401,0.571451,YOYLiability,sz000892
2014-04-18,201401,0.132595,liabilityToAsset,sz000892
2014-04-18,201401,1.152865,assetToEquity,sz000892
2014-04-18,201401,,CFOToOR,sz000892
2014-04-18,201401,,CFOToNP,sz000892
2014-04-18,201401,,CFOToGr,sz000892
2014-04-18,201401,-0.144499,YOYEquity,sz000892
2014-04-18,201401,-0.272533,YOYNI,sz000892
2014-04-18,201401,-0.285714,YOYEPSBasic,sz000892
2014-04-18,201401,-0.272533,YOYPNI,sz000892
2014-04-18,201401,-0.150959,roeAvg,sz000892
2014-04-18,201401,,npMargin,sz000892
2014-04-18,201401,-753112.76,netProfit,sz000892
2014-04-18,201401,-0.001882,epsTTM,sz000892
2014-04-18,201401,,MBRevenue,sz000892
2014-04-18,201401,413876880.0,totalShare,sz000892
2014-04-18,201401,306937690.0,liqaShare,sz000892
2014-04-18,201401,-0.150959,dupontROE,sz000892
2014-04-18,201401,1.116487,dupontAssetStoEquity,sz000892
2014-04-18,201401,,dupontAssetTurn,sz000892
2014-04-18,201401,1.0,dupontPnitoni,sz000892
2014-04-18,201401,,dupontNitogr,sz000892
2014-04-18,201401,0.983083,dupontTaxBurden,sz000892
2014-04-18,201401,,AssetTurnRatio,sz000892
2015-04-30,201501,-0.923886,YOYLiability,sz000892
2015-04-30,201501,0.020165,liabilityToAsset,sz000892
2015-04-30,201501,1.02058,assetToEquity,sz000892
2015-04-30,201501,,CFOToOR,sz000892
2015-04-30,201501,,CFOToNP,sz000892
2015-04-30,201501,,CFOToGr,sz000892
2015-04-30,201501,-0.43463,YOYEquity,sz000892
2015-04-30,201501,0.511827,YOYNI,sz000892
2015-04-30,201501,0.5,YOYEPSBasic,sz000892
2015-04-30,201501,0.511827,YOYPNI,sz000892
2015-04-30,201501,-0.131726,roeAvg,sz000892
2015-04-30,201501,,npMargin,sz000892
2015-04-30,201501,-367649.09,netProfit,sz000892
2015-04-30,201501,-0.004846,epsTTM,sz000892
2015-04-30,201501,,MBRevenue,sz000892
2015-04-30,201501,413876880.0,totalShare,sz000892
2015-04-30,201501,306937690.0,liqaShare,sz000892
2015-04-30,201501,-0.131726,dupontROE,sz000892
2015-04-30,201501,1.029196,dupontAssetStoEquity,sz000892
2015-04-30,201501,,dupontAssetTurn,sz000892
2015-04-30,201501,1.0,dupontPnitoni,sz000892
2015-04-30,201501,,dupontNitogr,sz000892
2015-04-30,201501,1.0,dupontTaxBurden,sz000892
2015-04-30,201501,,AssetTurnRatio,sz000892
2016-04-15,201601,50.792372,YOYLiability,sz000892
2016-04-15,201601,0.382649,liabilityToAsset,sz000892
2016-04-15,201601,1.619824,assetToEquity,sz000892
2016-04-15,201601,2.490932,CFOToOR,sz000892
2016-04-15,201601,17.235524,CFOToNP,sz000892
2016-04-15,201601,2.490932,CFOToGr,sz000892
2016-04-15,201601,0.719623,YOYEquity,sz000892
2016-04-15,201601,1.5674,YOYNI,sz000892
2016-04-15,201601,1.555556,YOYEPSBasic,sz000892
2016-04-15,201601,1.5674,YOYPNI,sz000892
2016-04-15,201601,0.047628,roeAvg,sz000892
2016-04-15,201601,0.144523,npMargin,sz000892
2016-04-15,201601,208604.11,netProfit,sz000892
2016-04-15,201601,0.004534,epsTTM,sz000892
2016-04-15,201601,,MBRevenue,sz000892
2016-04-15,201601,413876880.0,totalShare,sz000892
2016-04-15,201601,306937065.0,liqaShare,sz000892
2016-04-15,201601,0.047628,dupontROE,sz000892
2016-04-15,201601,1.822717,dupontAssetStoEquity,sz000892
2016-04-15,201601,0.180803,dupontAssetTurn,sz000892
2016-04-15,201601,1.0,dupontPnitoni,sz000892
2016-04-15,201601,0.144523,dupontNitogr,sz000892
2016-04-15,201601,0.427061,dupontTaxBurden,sz000892
2016-04-15,201601,0.180803,AssetTurnRatio,sz000892
2017-04-28,201701,190.956338,YOYLiability,sz000892
2017-04-28,201701,0.166578,liabilityToAsset,sz000892
2017-04-28,201701,1.199873,assetToEquity,sz000892
