date,period,value,field,symbol
2014-04-26,201401,0.073323,YOYLiability,sz000989
2014-04-26,201401,0.197354,liabilityToAsset,sz000989
2014-04-26,201401,1.245879,assetToEquity,sz000989
2014-04-26,201401,0.140524,CFOToOR,sz000989
2014-04-26,201401,1.019847,CFOToNP,sz000989
2014-04-26,201401,0.140524,CFOToGr,sz000989
2014-04-26,201401,0.042602,YOYEquity,sz000989
2014-04-26,201401,0.127762,YOYNI,sz000989
2014-04-26,201401,0.166667,YOYEPSBasic,sz000989
2014-04-26,201401,0.127862,YOYPNI,sz000989
2014-04-26,201401,0.026841,roeAvg,sz000989
2014-04-26,201401,0.137789,npMargin,sz000989
2014-04-26,201401,41961642.02,netProfit,sz000989
2014-04-26,201401,0.771436,epsTTM,sz000989
2014-04-26,201401,,MBRevenue,sz000989
2014-04-26,201401,297605268.0,totalShare,sz000989
2014-04-26,201401,297605268.0,liqaShare,sz000989
2014-04-26,201401,0.026841,dupontROE,sz000989
2014-04-26,201401,1.237164,dupontAssetStoEquity,sz000989
2014-04-26,201401,0.15759,dupontAssetTurn,sz000989
2014-04-26,201401,0.999136,dupontPnitoni,sz000989
2014-04-26,201401,0.137789,dupontNitogr,sz000989
2014-04-26,201401,0.827785,dupontTaxBurden,sz000989
2014-04-26,201401,0.15759,AssetTurnRatio,sz000989
2015-04-24,201501,0.318075,YOYLiability,sz000989
2015-04-24,201501,0.237332,liabilityToAsset,sz000989
2015-04-24,201501,1.311186,assetToEquity,sz000989
2015-04-24,201501,0.157704,CFOToOR,sz000989
2015-04-24,201501,1.358077,CFOToNP,sz000989
2015-04-24,201501,0.157704,CFOToGr,sz000989
2015-04-24,201501,0.041808,YOYEquity,sz000989
2015-04-24,201501,-0.023634,YOYNI,sz000989
2015-04-24,201501,-0.021277,YOYEPSBasic,sz000989
2015-04-24,201501,-0.023787,YOYPNI,sz000989
2015-04-24,201501,0.02513,roeAvg,sz000989
2015-04-24,201501,0.116123,npMargin,sz000989
2015-04-24,201501,40969925.24,netProfit,sz000989
2015-04-24,201501,0.822376,epsTTM,sz000989
2015-04-24,201501,,MBRevenue,sz000989
2015-04-24,201501,297605268.0,totalShare,sz000989
2015-04-24,201501,297605268.0,liqaShare,sz000989
2015-04-24,201501,0.02513,dupontROE,sz000989
2015-04-24,201501,1.323997,dupontAssetStoEquity,sz000989
2015-04-24,201501,0.163616,dupontAssetTurn,sz000989
2015-04-24,201501,0.998979,dupontPnitoni,sz000989
2015-04-24,201501,0.116123,dupontNitogr,sz000989
2015-04-24,201501,0.864238,dupontTaxBurden,sz000989
2015-04-24,201501,0.163616,AssetTurnRatio,sz000989
2016-04-29,201601,0.320673,YOYLiability,sz000989
2016-04-29,201601,0.147502,liabilityToAsset,sz000989
2016-04-29,201601,1.173023,assetToEquity,sz000989
2016-04-29,201601,0.199309,CFOToOR,sz000989
2016-04-29,201601,0.908167,CFOToNP,sz000989
2016-04-29,201601,0.199309,CFOToGr,sz000989
2016-04-29,201601,1.375925,YOYEquity,sz000989
2016-04-29,201601,0.169554,YOYNI,sz000989
2016-04-29,201601,-0.291667,YOYEPSBasic,sz000989
2016-04-29,201601,0.169198,YOYPNI,sz000989
2016-04-29,201601,0.034043,roeAvg,sz000989
2016-04-29,201601,0.219463,npMargin,sz000989
2016-04-29,201601,131194923.26,netProfit,sz000989
2016-04-29,201601,0.648197,epsTTM,sz000989
2016-04-29,201601,,MBRevenue,sz000989
2016-04-29,201601,755960206.0,totalShare,sz000989
2016-04-29,201601,214105268.0,liqaShare,sz000989
2016-04-29,201601,0.034043,dupontROE,sz000989
2016-04-29,201601,1.176848,dupontAssetStoEquity,sz000989
2016-04-29,201601,0.131849,dupontAssetTurn,sz000989
2016-04-29,201601,0.999696,dupontPnitoni,sz000989
2016-04-29,201601,0.219463,dupontNitogr,sz000989
2016-04-29,201601,0.849802,dupontTaxBurden,sz000989
2016-04-29,201601,0.131849,AssetTurnRatio,sz000989
2017-04-27,201701,0.015647,YOYLiability,sz000989
2017-04-27,201701,0.138876,liabilityToAsset,sz000989
2017-04-27,201701,1.161273,assetToEquity,sz000989
2017-04-27,201701,0.085239,CFOToOR,sz000989
2017-04-27,201701,0.43879,CFOToNP,sz000989
2017-04-27,201701,0.085239,CFOToGr,sz000989
2017-04-27,201701,0.089644,YOYEquity,sz000989
2017-04-27,201701,0.013857,YOYNI,sz000989
2017-04-27,201701,0.013245,YOYEPSBasic,sz000989
2017-04-27,201701,0.013885,YOYPNI,sz000989
2017-04-27,201701,0.031638,roeAvg,sz000989
2017-04-27,201701,0.19426,npMargin,sz000989
2017-04-27,201701,133012901.7,netProfit,sz000989
2017-04-27,201701,0.751858,epsTTM,sz000989
2017-04-27,201701,,MBRevenue,sz000989
2017-04-27,201701,869354236.0,totalShare,sz000989
2017-04-27,201701,322554847.0,liqaShare,sz000989
2017-04-27,201701,0.031638,dupontROE,sz000989
2017-04-27,201701,1.160707,dupontAssetStoEquity,sz000989
2017-04-27,201701,0.140356,dupontAssetTurn,sz000989
2017-04-27,201701,0.999723,dupontPnitoni,sz000989
2017-04-27,201701,0.19426,dupontNitogr,sz000989
2017-04-27,201701,0.83076,dupontTaxBurden,sz000989
2017-04-27,201701,0.140356,AssetTurnRatio,sz000989
2018-04-27,201801,0.869923,YOYLiability,sz000989
2018-04-27,201801,0.216736,liabilityToAsset,sz000989
2018-04-27,201801,1.276709,assetToEquity,sz000989
2018-04-27,201801,-0.02954,CFOToOR,sz000989
2018-04-27,201801,-0.174649,CFOToNP,sz000989
2018-04-27,201801,-0.02954,CFOToGr,sz000989
2018-04-27,201801,0.089812,YOYEquity,sz000989
2018-04-27,201801,0.067251,YOYNI,sz000989
2018-04-27,201801,0.069935,YOYEPSBasic,sz000989
2018-04-27,201801,0.070316,YOYPNI,sz000989
2018-04-27,201801,0.031064,roeAvg,sz000989
2018-04-27,201801,0.169138,npMargin,sz000989
2018-04-27,201801,141958206.46,netProfit,sz000989
2018-04-27,201801,0.84059,epsTTM,sz000989
2018-04-27,201801,,MBRevenue,sz000989
2018-04-27,201801,869354236.0,totalShare,sz000989
2018-04-27,201801,420976571.0,liqaShare,sz000989
2018-04-27,201801,0.031064,dupontROE,sz000989
2018-04-27,201801,1.289725,dupontAssetStoEquity,sz000989
2018-04-27,201801,0.142033,dupontAssetTurn,sz000989
2018-04-27,201801,1.002594,dupontPnitoni,sz000989
2018-04-27,201801,0.169138,dupontNitogr,sz000989
2018-04-27,201801,0.853797,dupontTaxBurden,sz000989
2018-04-27,201801,0.142033,AssetTurnRatio,sz000989
2019-04-30,201901,-0.164722,YOYLiability,sz000989
2019-04-30,201901,0.202877,liabilityToAsset,sz000989
2019-04-30,201901,1.254512,assetToEquity,sz000989
2019-04-30,201901,0.174912,CFOToOR,sz000989
2019-04-30,201901,2.045746,CFOToNP,sz000989
2019-04-30,201901,0.174912,CFOToGr,sz000989
2019-04-30,201901,-0.094242,YOYEquity,sz000989
2019-04-30,201901,-0.438045,YOYNI,sz000989
2019-04-30,201901,-0.427611,YOYEPSBasic,sz000989
2019-04-30,201901,-0.434175,YOYPNI,sz000989
2019-04-30,201901,0.018921,roeAvg,sz000989
2019-04-30,201901,0.0855,npMargin,sz000989
2019-04-30,201901,79774177.46,netProfit,sz000989
2019-04-30,201901,0.305422,epsTTM,sz000989
2019-04-30,201901,,MBRevenue,sz000989
2019-04-30,201901,869354236.0,totalShare,sz000989
2019-04-30,201901,640316315.0,liqaShare,sz000989
2019-04-30,201901,0.018921,dupontROE,sz000989
2019-04-30,201901,1.239388,dupontAssetStoEquity,sz000989
2019-04-30,201901,0.176876,dupontAssetTurn,sz000989
2019-04-30,201901,1.009498,dupontPnitoni,sz000989
2019-04-30,201901,0.0855,dupontNitogr,sz000989
2019-04-30,201901,0.806267,dupontTaxBurden,sz000989
2019-04-30,201901,0.176876,AssetTurnRatio,sz000989
2020-04-30,202001,-0.031852,YOYLiability,sz000989
2020-04-30,202001,0.203419,liabilityToAsset,sz000989
2020-04-30,202001,1.255366,assetToEquity,sz000989
2020-04-30,202001,0.070496,CFOToOR,sz000989
2020-04-30,202001,0.713831,CFOToNP,sz000989
2020-04-30,202001,0.070496,CFOToGr,sz000989
2020-04-30,202001,-0.033414,YOYEquity,sz000989
2020-04-30,202001,0.105484,YOYNI,sz000989
2020-04-30,202001,0.130203,YOYEPSBasic,sz000989
2020-04-30,202001,0.104316,YOYPNI,sz000989
2020-04-30,202001,0.022067,roeAvg,sz000989
2020-04-30,202001,0.098757,npMargin,sz000989
2020-04-30,202001,88189073.69,netProfit,sz000989
2020-04-30,202001,0.230686,epsTTM,sz000989
2020-04-30,202001,,MBRevenue,sz000989
2020-04-30,202001,869354236.0,totalShare,sz000989
2020-04-30,202001,589326557.0,liqaShare,sz000989
2020-04-30,202001,0.022067,dupontROE,sz000989
2020-04-30,202001,1.243701,dupontAssetStoEquity,sz000989
2020-04-30,202001,0.178165,dupontAssetTurn,sz000989
2020-04-30,202001,1.008431,dupontPnitoni,sz000989
2020-04-30,202001,0.098757,dupontNitogr,sz000989
2020-04-30,202001,0.805392,dupontTaxBurden,sz000989
2020-04-30,202001,0.178165,AssetTurnRatio,sz000989
2021-04-23,202101,0.397565,YOYLiability,sz000989
2021-04-23,202101,0.261133,liabilityToAsset,sz000989
2021-04-23,202101,1.353424,assetToEquity,sz000989
2021-04-23,202101,0.015615,CFOToOR,sz000989
2021-04-23,202101,0.168042,CFOToNP,sz000989
2021-04-23,202101,0.015615,CFOToGr,sz000989
2021-04-23,202101,0.010304,YOYEquity,sz000989
2021-04-23,202101,0.207482,YOYNI,sz000989
2021-04-23,202101,0.188857,YOYEPSBasic,sz000989
2021-04-23,202101,0.204555,YOYPNI,sz000989
2021-04-23,202101,0.026654,roeAvg,sz000989
2021-04-23,202101,0.092921,npMargin,sz000989
2021-04-23,202101,106486742.0,netProfit,sz000989
2021-04-23,202101,0.334158,epsTTM,sz000989
2021-04-23,202101,,MBRevenue,sz000989
2021-04-23,202101,869354236.0,totalShare,sz000989
2021-04-23,202101,589542851.0,liqaShare,sz000989
2021-04-23,202101,0.026654,dupontROE,sz000989
2021-04-23,202101,1.324331,dupontAssetStoEquity,sz000989
2021-04-23,202101,0.21531,dupontAssetTurn,sz000989
2021-04-23,202101,1.005986,dupontPnitoni,sz000989
2021-04-23,202101,0.092921,dupontNitogr,sz000989
2021-04-23,202101,0.78184,dupontTaxBurden,sz000989
2021-04-23,202101,0.21531,AssetTurnRatio,sz000989
2022-04-23,202201,-0.035378,YOYLiability,sz000989
2022-04-23,202201,0.255146,liabilityToAsset,sz000989
2022-04-23,202201,1.342546,assetToEquity,sz000989
2022-04-23,202201,0.1164,CFOToOR,sz000989
2022-04-23,202201,1.130691,CFOToNP,sz000989
2022-04-23,202201,0.1164,CFOToGr,sz000989
