date,period,value,field,symbol
2014-04-25,201401,-0.613289,YOYLiability,sz000688
2014-04-25,201401,0.110282,liabilityToAsset,sz000688
2014-04-25,201401,1.123952,assetToEquity,sz000688
2014-04-25,201401,0.320244,CFOToOR,sz000688
2014-04-25,201401,1.129466,CFOToNP,sz000688
2014-04-25,201401,0.320244,CFOToGr,sz000688
2014-04-25,201401,0.376348,YOYEquity,sz000688
2014-04-25,201401,0.002954,YOYNI,sz000688
2014-04-25,201401,0.004292,YOYEPSBasic,sz000688
2014-04-25,201401,0.002954,YOYPNI,sz000688
2014-04-25,201401,0.026976,roeAvg,sz000688
2014-04-25,201401,0.283535,npMargin,sz000688
2014-04-25,201401,26582034.14,netProfit,sz000688
2014-04-25,201401,0.248245,epsTTM,sz000688
2014-04-25,201401,,MBRevenue,sz000688
2014-04-25,201401,1137299314.0,totalShare,sz000688
2014-04-25,201401,252598809.0,liqaShare,sz000688
2014-04-25,201401,0.026976,dupontROE,sz000688
2014-04-25,201401,1.150338,dupontAssetStoEquity,sz000688
2014-04-25,201401,0.082707,dupontAssetTurn,sz000688
2014-04-25,201401,1.0,dupontPnitoni,sz000688
2014-04-25,201401,0.283535,dupontNitogr,sz000688
2014-04-25,201401,0.817827,dupontTaxBurden,sz000688
2014-04-25,201401,0.082707,AssetTurnRatio,sz000688
2015-04-24,201501,1.990481,YOYLiability,sz000688
2015-04-24,201501,0.232745,liabilityToAsset,sz000688
2015-04-24,201501,1.303348,assetToEquity,sz000688
2015-04-24,201501,0.369749,CFOToOR,sz000688
2015-04-24,201501,3.422323,CFOToNP,sz000688
2015-04-24,201501,0.369749,CFOToGr,sz000688
2015-04-24,201501,0.221947,YOYEquity,sz000688
2015-04-24,201501,-0.477699,YOYNI,sz000688
2015-04-24,201501,-0.476395,YOYEPSBasic,sz000688
2015-04-24,201501,-0.477699,YOYPNI,sz000688
2015-04-24,201501,0.011385,roeAvg,sz000688
2015-04-24,201501,0.10804,npMargin,sz000688
2015-04-24,201501,13819542.49,netProfit,sz000688
2015-04-24,201501,0.272546,epsTTM,sz000688
2015-04-24,201501,,MBRevenue,sz000688
2015-04-24,201501,1137299314.0,totalShare,sz000688
2015-04-24,201501,296033994.0,liqaShare,sz000688
2015-04-24,201501,0.011385,dupontROE,sz000688
2015-04-24,201501,1.332452,dupontAssetStoEquity,sz000688
2015-04-24,201501,0.079087,dupontAssetTurn,sz000688
2015-04-24,201501,1.0,dupontPnitoni,sz000688
2015-04-24,201501,0.10804,dupontNitogr,sz000688
2015-04-24,201501,0.71992,dupontTaxBurden,sz000688
2015-04-24,201501,0.079087,AssetTurnRatio,sz000688
2016-04-22,201601,-0.065504,YOYLiability,sz000688
2016-04-22,201601,0.186798,liabilityToAsset,sz000688
2016-04-22,201601,1.229707,assetToEquity,sz000688
2016-04-22,201601,0.60817,CFOToOR,sz000688
2016-04-22,201601,10.470991,CFOToNP,sz000688
2016-04-22,201601,0.60817,CFOToGr,sz000688
2016-04-22,201601,0.230656,YOYEquity,sz000688
2016-04-22,201601,-0.297692,YOYNI,sz000688
2016-04-22,201601,-0.270492,YOYEPSBasic,sz000688
2016-04-22,201601,-0.269861,YOYPNI,sz000688
2016-04-22,201601,0.006743,roeAvg,sz000688
2016-04-22,201601,0.058081,npMargin,sz000688
2016-04-22,201601,9705579.23,netProfit,sz000688
2016-04-22,201601,0.250297,epsTTM,sz000688
2016-04-22,201601,,MBRevenue,sz000688
2016-04-22,201601,1137299314.0,totalShare,sz000688
2016-04-22,201601,296033994.0,liqaShare,sz000688
2016-04-22,201601,0.006743,dupontROE,sz000688
2016-04-22,201601,1.261466,dupontAssetStoEquity,sz000688
2016-04-22,201601,0.088518,dupontAssetTurn,sz000688
2016-04-22,201601,1.039627,dupontPnitoni,sz000688
2016-04-22,201601,0.058081,dupontNitogr,sz000688
2016-04-22,201601,0.669272,dupontTaxBurden,sz000688
2016-04-22,201601,0.088518,AssetTurnRatio,sz000688
2017-04-26,201701,-0.549539,YOYLiability,sz000688
2017-04-26,201701,0.077227,liabilityToAsset,sz000688
2017-04-26,201701,1.08369,assetToEquity,sz000688
2017-04-26,201701,0.141729,CFOToOR,sz000688
2017-04-26,201701,0.379291,CFOToNP,sz000688
2017-04-26,201701,0.141729,CFOToGr,sz000688
2017-04-26,201701,0.225082,YOYEquity,sz000688
2017-04-26,201701,7.921426,YOYNI,sz000688
2017-04-26,201701,7.58427,YOYEPSBasic,sz000688
2017-04-26,201701,7.611588,YOYPNI,sz000688
2017-04-26,201701,0.048395,roeAvg,sz000688
2017-04-26,201701,0.373668,npMargin,sz000688
2017-04-26,201701,86587603.08,netProfit,sz000688
2017-04-26,201701,0.273565,epsTTM,sz000688
2017-04-26,201701,,MBRevenue,sz000688
2017-04-26,201701,1137299314.0,totalShare,sz000688
2017-04-26,201701,1137294994.0,liqaShare,sz000688
2017-04-26,201701,0.048395,dupontROE,sz000688
2017-04-26,201701,1.107476,dupontAssetStoEquity,sz000688
2017-04-26,201701,0.116534,dupontAssetTurn,sz000688
2017-04-26,201701,1.003521,dupontPnitoni,sz000688
2017-04-26,201701,0.373668,dupontNitogr,sz000688
2017-04-26,201701,0.832605,dupontTaxBurden,sz000688
2017-04-26,201701,0.116534,AssetTurnRatio,sz000688
2018-04-20,201801,0.18946,YOYLiability,sz000688
2018-04-20,201801,0.074544,liabilityToAsset,sz000688
2018-04-20,201801,1.080548,assetToEquity,sz000688
2018-04-20,201801,0.355647,CFOToOR,sz000688
2018-04-20,201801,1.01398,CFOToNP,sz000688
2018-04-20,201801,0.355647,CFOToGr,sz000688
2018-04-20,201801,0.240156,YOYEquity,sz000688
2018-04-20,201801,0.26461,YOYNI,sz000688
2018-04-20,201801,0.272251,YOYEPSBasic,sz000688
2018-04-20,201801,0.272473,YOYPNI,sz000688
2018-04-20,201801,0.049637,roeAvg,sz000688
2018-04-20,201801,0.350744,npMargin,sz000688
2018-04-20,201801,109499531.96,netProfit,sz000688
2018-04-20,201801,0.383425,epsTTM,sz000688
2018-04-20,201801,,MBRevenue,sz000688
2018-04-20,201801,1137299314.0,totalShare,sz000688
2018-04-20,201801,1137294994.0,liqaShare,sz000688
2018-04-20,201801,0.049637,dupontROE,sz000688
2018-04-20,201801,1.092186,dupontAssetStoEquity,sz000688
2018-04-20,201801,0.128322,dupontAssetTurn,sz000688
2018-04-20,201801,1.009761,dupontPnitoni,sz000688
2018-04-20,201801,0.350744,dupontNitogr,sz000688
2018-04-20,201801,0.837273,dupontTaxBurden,sz000688
2018-04-20,201801,0.128322,AssetTurnRatio,sz000688
2019-04-18,201901,0.192622,YOYLiability,sz000688
2019-04-18,201901,0.084009,liabilityToAsset,sz000688
2019-04-18,201901,1.091714,assetToEquity,sz000688
2019-04-18,201901,0.26634,CFOToOR,sz000688
2019-04-18,201901,0.724897,CFOToNP,sz000688
2019-04-18,201901,0.26634,CFOToGr,sz000688
2019-04-18,201901,0.056365,YOYEquity,sz000688
2019-04-18,201901,0.053022,YOYNI,sz000688
2019-04-18,201901,0.04321,YOYEPSBasic,sz000688
2019-04-18,201901,0.042843,YOYPNI,sz000688
2019-04-18,201901,0.048508,roeAvg,sz000688
2019-04-18,201901,0.367418,npMargin,sz000688
2019-04-18,201901,115305386.85,netProfit,sz000688
2019-04-18,201901,0.360299,epsTTM,sz000688
2019-04-18,201901,,MBRevenue,sz000688
2019-04-18,201901,1137299314.0,totalShare,sz000688
2019-04-18,201901,1137294994.0,liqaShare,sz000688
2019-04-18,201901,0.048508,dupontROE,sz000688
2019-04-18,201901,1.105953,dupontAssetStoEquity,sz000688
2019-04-18,201901,0.119376,dupontAssetTurn,sz000688
2019-04-18,201901,1.0,dupontPnitoni,sz000688
2019-04-18,201901,0.367418,dupontNitogr,sz000688
2019-04-18,201901,0.90059,dupontTaxBurden,sz000688
2019-04-18,201901,0.119376,AssetTurnRatio,sz000688
2020-04-10,202001,1.087884,YOYLiability,sz000688
2020-04-10,202001,0.176093,liabilityToAsset,sz000688
2020-04-10,202001,1.213729,assetToEquity,sz000688
2020-04-10,202001,0.062396,CFOToOR,sz000688
2020-04-10,202001,0.458207,CFOToNP,sz000688
2020-04-10,202001,0.062396,CFOToGr,sz000688
2020-04-10,202001,-0.104058,YOYEquity,sz000688
2020-04-10,202001,-0.77202,YOYNI,sz000688
2020-04-10,202001,-0.763314,YOYEPSBasic,sz000688
2020-04-10,202001,-0.77202,YOYPNI,sz000688
2020-04-10,202001,0.012246,roeAvg,sz000688
2020-04-10,202001,0.136175,npMargin,sz000688
2020-04-10,202001,26287309.98,netProfit,sz000688
2020-04-10,202001,0.071961,epsTTM,sz000688
2020-04-10,202001,,MBRevenue,sz000688
2020-04-10,202001,1137299314.0,totalShare,sz000688
2020-04-10,202001,1137294994.0,liqaShare,sz000688
2020-04-10,202001,0.012246,dupontROE,sz000688
2020-04-10,202001,1.231927,dupontAssetStoEquity,sz000688
2020-04-10,202001,0.072998,dupontAssetTurn,sz000688
2020-04-10,202001,1.0,dupontPnitoni,sz000688
2020-04-10,202001,0.136175,dupontNitogr,sz000688
2020-04-10,202001,0.826329,dupontTaxBurden,sz000688
2020-04-10,202001,0.072998,AssetTurnRatio,sz000688
2021-04-29,202101,3.681574,YOYLiability,sz000688
2021-04-29,202101,0.428281,liabilityToAsset,sz000688
2021-04-29,202101,1.74911,assetToEquity,sz000688
2021-04-29,202101,0.76715,CFOToOR,sz000688
2021-04-29,202101,3.366693,CFOToNP,sz000688
2021-04-29,202101,0.76715,CFOToGr,sz000688
2021-04-29,202101,0.14132,YOYEquity,sz000688
2021-04-29,202101,0.887135,YOYNI,sz000688
2021-04-29,202101,0.8875,YOYEPSBasic,sz000688
2021-04-29,202101,0.887135,YOYPNI,sz000688
2021-04-29,202101,0.02031,roeAvg,sz000688
2021-04-29,202101,0.227865,npMargin,sz000688
2021-04-29,202101,49607713.34,netProfit,sz000688
2021-04-29,202101,0.149898,epsTTM,sz000688
2021-04-29,202101,,MBRevenue,sz000688
2021-04-29,202101,1137304986.0,totalShare,sz000688
2021-04-29,202101,1137300591.0,liqaShare,sz000688
2021-04-29,202101,0.02031,dupontROE,sz000688
2021-04-29,202101,1.764212,dupontAssetStoEquity,sz000688
2021-04-29,202101,0.050523,dupontAssetTurn,sz000688
2021-04-29,202101,1.0,dupontPnitoni,sz000688
2021-04-29,202101,0.227865,dupontNitogr,sz000688
2021-04-29,202101,0.816968,dupontTaxBurden,sz000688
2021-04-29,202101,0.050523,AssetTurnRatio,sz000688
2022-04-28,202201,0.149949,YOYLiability,sz000688
2022-04-28,202201,0.450784,liabilityToAsset,sz000688
2022-04-28,202201,1.820778,assetToEquity,sz000688
2022-04-28,202201,0.229925,CFOToOR,sz000688
2022-04-28,202201,3.385042,CFOToNP,sz000688
2022-04-28,202201,0.229925,CFOToGr,sz000688
2022-04-28,202201,0.070064,YOYEquity,sz000688
2022-04-28,202201,-0.384054,YOYNI,sz000688
2022-04-28,202201,-0.136865,YOYEPSBasic,sz000688
2022-04-28,202201,-0.13639,YOYPNI,sz000688
2022-04-28,202201,0.016361,roeAvg,sz000688
2022-04-28,202201,0.067924,npMargin,sz000688
2022-04-28,202201,30555691.15,netProfit,sz000688
2022-04-28,202201,0.176536,epsTTM,sz000688
2022-04-28,202201,,MBRevenue,sz000688
2022-04-28,202201,1137309252.0,totalShare,sz000688
2022-04-28,202201,1137304932.0,liqaShare,sz000688
2022-04-28,202201,0.016361,dupontROE,sz000688
2022-04-28,202201,2.097644,dupontAssetStoEquity,sz000688
2022-04-28,202201,0.0819,dupontAssetTurn,sz000688
2022-04-28,202201,1.402087,dupontPnitoni,sz000688
2022-04-28,202201,0.067924,dupontNitogr,sz000688
2022-04-28,202201,0.672083,dupontTaxBurden,sz000688
2022-04-28,202201,0.0819,AssetTurnRatio,sz000688
2014-08-13,201402,0.233781,YOYLiability,sz000688
2014-08-13,201402,0.262532,liabilityToAsset,sz000688
