date,period,value,field,symbol
2014-04-29,201401,0.449362,YOYLiability,sh600570
2014-04-29,201401,0.174933,liabilityToAsset,sh600570
2014-04-29,201401,1.212022,assetToEquity,sh600570
2014-04-29,201401,-1.032475,CFOToOR,sh600570
2014-04-29,201401,-3.868046,CFOToNP,sh600570
2014-04-29,201401,-1.032475,CFOToGr,sh600570
2014-04-29,201401,0.220095,YOYEquity,sh600570
2014-04-29,201401,0.448631,YOYNI,sh600570
2014-04-29,201401,0.5,YOYEPSBasic,sh600570
2014-04-29,201401,0.433908,YOYPNI,sh600570
2014-04-29,201401,0.033675,roeAvg,sh600570
2014-04-29,201401,0.266924,npMargin,sh600570
2014-04-29,201401,53839509.65,netProfit,sh600570
2014-04-29,201401,0.551069,epsTTM,sh600570
2014-04-29,201401,,MBRevenue,sh600570
2014-04-29,201401,617805180.0,totalShare,sh600570
2014-04-29,201401,617805180.0,liqaShare,sh600570
2014-04-29,201401,0.033675,dupontROE,sh600570
2014-04-29,201401,1.352531,dupontAssetStoEquity,sh600570
2014-04-29,201401,0.088686,dupontAssetTurn,sh600570
2014-04-29,201401,1.051761,dupontPnitoni,sh600570
2014-04-29,201401,0.266924,dupontNitogr,sh600570
2014-04-29,201401,0.909175,dupontTaxBurden,sh600570
2014-04-29,201401,0.088686,AssetTurnRatio,sh600570
2015-04-25,201501,1.446861,YOYLiability,sh600570
2015-04-25,201501,0.305469,liabilityToAsset,sh600570
2015-04-25,201501,1.439821,assetToEquity,sh600570
2015-04-25,201501,-0.027868,CFOToOR,sh600570
2015-04-25,201501,-0.105811,CFOToNP,sh600570
2015-04-25,201501,-0.027868,CFOToGr,sh600570
2015-04-25,201501,0.184786,YOYEquity,sh600570
2015-04-25,201501,0.341022,YOYNI,sh600570
2015-04-25,201501,0.222222,YOYEPSBasic,sh600570
2015-04-25,201501,0.24978,YOYPNI,sh600570
2015-04-25,201501,0.035873,roeAvg,sh600570
2015-04-25,201501,0.263377,npMargin,sh600570
2015-04-25,201501,72199961.9,netProfit,sh600570
2015-04-25,201501,0.606445,epsTTM,sh600570
2015-04-25,201501,,MBRevenue,sh600570
2015-04-25,201501,617805180.0,totalShare,sh600570
2015-04-25,201501,617805180.0,liqaShare,sh600570
2015-04-25,201501,0.035873,dupontROE,sh600570
2015-04-25,201501,1.552994,dupontAssetStoEquity,sh600570
2015-04-25,201501,0.089476,dupontAssetTurn,sh600570
2015-04-25,201501,0.9802,dupontPnitoni,sh600570
2015-04-25,201501,0.263377,dupontNitogr,sh600570
2015-04-25,201501,0.924456,dupontTaxBurden,sh600570
2015-04-25,201501,0.089476,AssetTurnRatio,sh600570
2016-04-28,201601,0.116186,YOYLiability,sh600570
2016-04-28,201601,0.288492,liabilityToAsset,sh600570
2016-04-28,201601,1.405465,assetToEquity,sh600570
2016-04-28,201601,-0.991585,CFOToOR,sh600570
2016-04-28,201601,-5.164695,CFOToNP,sh600570
2016-04-28,201601,-0.991585,CFOToGr,sh600570
2016-04-28,201601,0.215443,YOYEquity,sh600570
2016-04-28,201601,-0.103892,YOYNI,sh600570
2016-04-28,201601,0.090909,YOYEPSBasic,sh600570
2016-04-28,201601,0.013138,YOYPNI,sh600570
2016-04-28,201601,0.029272,roeAvg,sh600570
2016-04-28,201601,0.191993,npMargin,sh600570
2016-04-28,201601,64698986.85,netProfit,sh600570
2016-04-28,201601,0.735933,epsTTM,sh600570
2016-04-28,201601,,MBRevenue,sh600570
2016-04-28,201601,617805180.0,totalShare,sh600570
2016-04-28,201601,617805180.0,liqaShare,sh600570
2016-04-28,201601,0.029272,dupontROE,sh600570
2016-04-28,201601,1.558557,dupontAssetStoEquity,sh600570
2016-04-28,201601,0.088271,dupontAssetTurn,sh600570
2016-04-28,201601,1.108212,dupontPnitoni,sh600570
2016-04-28,201601,0.191993,dupontNitogr,sh600570
2016-04-28,201601,0.922413,dupontTaxBurden,sh600570
2016-04-28,201601,0.088271,AssetTurnRatio,sh600570
2017-04-25,201701,0.594209,YOYLiability,sh600570
2017-04-25,201701,0.393332,liabilityToAsset,sh600570
2017-04-25,201701,1.648347,assetToEquity,sh600570
2017-04-25,201701,-0.934879,CFOToOR,sh600570
2017-04-25,201701,-10.084328,CFOToNP,sh600570
2017-04-25,201701,-0.934879,CFOToGr,sh600570
2017-04-25,201701,0.003239,YOYEquity,sh600570
2017-04-25,201701,-0.365441,YOYNI,sh600570
2017-04-25,201701,-0.416667,YOYEPSBasic,sh600570
2017-04-25,201701,-0.410753,YOYPNI,sh600570
2017-04-25,201701,0.01733,roeAvg,sh600570
2017-04-25,201701,0.092706,npMargin,sh600570
2017-04-25,201701,41055338.43,netProfit,sh600570
2017-04-25,201701,-0.018063,epsTTM,sh600570
2017-04-25,201701,,MBRevenue,sh600570
2017-04-25,201701,617805180.0,totalShare,sh600570
2017-04-25,201701,617805180.0,liqaShare,sh600570
2017-04-25,201701,0.01733,dupontROE,sh600570
2017-04-25,201701,1.810577,dupontAssetStoEquity,sh600570
2017-04-25,201701,0.10033,dupontAssetTurn,sh600570
2017-04-25,201701,1.029077,dupontPnitoni,sh600570
2017-04-25,201701,0.092706,dupontNitogr,sh600570
2017-04-25,201701,0.999381,dupontTaxBurden,sh600570
2017-04-25,201701,0.10033,AssetTurnRatio,sh600570
2018-04-24,201801,0.293319,YOYLiability,sh600570
2018-04-24,201801,0.38949,liabilityToAsset,sh600570
2018-04-24,201801,1.637976,assetToEquity,sh600570
2018-04-24,201801,-0.995206,CFOToOR,sh600570
2018-04-24,201801,-9.668815,CFOToNP,sh600570
2018-04-24,201801,-0.995206,CFOToGr,sh600570
2018-04-24,201801,0.273574,YOYEquity,sh600570
2018-04-24,201801,0.335524,YOYNI,sh600570
2018-04-24,201801,0.285714,YOYEPSBasic,sh600570
2018-04-24,201801,0.35753,YOYPNI,sh600570
2018-04-24,201801,0.018427,roeAvg,sh600570
2018-04-24,201801,0.102929,npMargin,sh600570
2018-04-24,201801,54830397.28,netProfit,sh600570
2018-04-24,201801,0.787181,epsTTM,sh600570
2018-04-24,201801,,MBRevenue,sh600570
2018-04-24,201801,617805180.0,totalShare,sh600570
2018-04-24,201801,617805180.0,liqaShare,sh600570
2018-04-24,201801,0.018427,dupontROE,sh600570
2018-04-24,201801,1.838028,dupontAssetStoEquity,sh600570
2018-04-24,201801,0.093117,dupontAssetTurn,sh600570
2018-04-24,201801,1.046034,dupontPnitoni,sh600570
2018-04-24,201801,0.102929,dupontNitogr,sh600570
2018-04-24,201801,0.969301,dupontTaxBurden,sh600570
2018-04-24,201801,0.093117,AssetTurnRatio,sh600570
2019-04-25,201901,0.175457,YOYLiability,sh600570
2019-04-25,201901,0.401102,liabilityToAsset,sh600570
2019-04-25,201901,1.669733,assetToEquity,sh600570
2019-04-25,201901,-1.055221,CFOToOR,sh600570
2019-04-25,201901,-1.606721,CFOToNP,sh600570
2019-04-25,201901,-1.055221,CFOToGr,sh600570
2019-04-25,201901,0.141097,YOYEquity,sh600570
2019-04-25,201901,6.093162,YOYNI,sh600570
2019-04-25,201901,6.111111,YOYEPSBasic,sh600570
2019-04-25,201901,5.936601,YOYPNI,sh600570
2019-04-25,201901,0.117391,roeAvg,sh600570
2019-04-25,201901,0.656754,npMargin,sh600570
2019-04-25,201901,388920899.7,netProfit,sh600570
2019-04-25,201901,1.595747,epsTTM,sh600570
2019-04-25,201901,,MBRevenue,sh600570
2019-04-25,201901,617805180.0,totalShare,sh600570
2019-04-25,201901,617805180.0,liqaShare,sh600570
2019-04-25,201901,0.117391,dupontROE,sh600570
2019-04-25,201901,1.858367,dupontAssetStoEquity,sh600570
2019-04-25,201901,0.094026,dupontAssetTurn,sh600570
2019-04-25,201901,1.022946,dupontPnitoni,sh600570
2019-04-25,201901,0.656754,dupontNitogr,sh600570
2019-04-25,201901,0.880256,dupontTaxBurden,sh600570
2019-04-25,201901,0.094026,AssetTurnRatio,sh600570
2020-04-28,202001,0.105563,YOYLiability,sh600570
2020-04-28,202001,0.36844,liabilityToAsset,sh600570
2020-04-28,202001,1.583381,assetToEquity,sh600570
2020-04-28,202001,-1.475116,CFOToOR,sh600570
2020-04-28,202001,,CFOToNP,sh600570
2020-04-28,202001,-1.475116,CFOToGr,sh600570
2020-04-28,202001,0.233616,YOYEquity,sh600570
2020-04-28,202001,-1.120191,YOYNI,sh600570
2020-04-28,202001,-1.12,YOYEPSBasic,sh600570
2020-04-28,202001,-1.112893,YOYPNI,sh600570
2020-04-28,202001,-0.010075,roeAvg,sh600570
2020-04-28,202001,-0.091019,npMargin,sh600570
2020-04-28,202001,-46744738.38,netProfit,sh600570
2020-04-28,202001,1.211597,epsTTM,sh600570
2020-04-28,202001,,MBRevenue,sh600570
2020-04-28,202001,803146734.0,totalShare,sh600570
2020-04-28,202001,803146734.0,liqaShare,sh600570
2020-04-28,202001,-0.010075,dupontROE,sh600570
