date,period,value,field,symbol
2014-04-15,201401,0.138631,YOYLiability,sz000818
2014-04-15,201401,0.289472,liabilityToAsset,sz000818
2014-04-15,201401,1.407403,assetToEquity,sz000818
2014-04-15,201401,0.043086,CFOToOR,sz000818
2014-04-15,201401,1.745755,CFOToNP,sz000818
2014-04-15,201401,0.043086,CFOToGr,sz000818
2014-04-15,201401,-0.019014,YOYEquity,sz000818
2014-04-15,201401,1.537304,YOYNI,sz000818
2014-04-15,201401,1.529545,YOYEPSBasic,sz000818
2014-04-15,201401,1.53017,YOYPNI,sz000818
2014-04-15,201401,0.008327,roeAvg,sz000818
2014-04-15,201401,0.02468,npMargin,sz000818
2014-04-15,201401,16108196.09,netProfit,sz000818
2014-04-15,201401,-0.05952,epsTTM,sz000818
2014-04-15,201401,,MBRevenue,sz000818
2014-04-15,201401,680000000.0,totalShare,sz000818
2014-04-15,201401,413822243.0,liqaShare,sz000818
2014-04-15,201401,0.008327,dupontROE,sz000818
2014-04-15,201401,1.449515,dupontAssetStoEquity,sz000818
2014-04-15,201401,0.236406,dupontAssetTurn,sz000818
2014-04-15,201401,0.984639,dupontPnitoni,sz000818
2014-04-15,201401,0.02468,dupontNitogr,sz000818
2014-04-15,201401,1.0,dupontTaxBurden,sz000818
2014-04-15,201401,0.236406,AssetTurnRatio,sz000818
2015-04-22,201501,-0.309324,YOYLiability,sz000818
2015-04-22,201501,0.211964,liabilityToAsset,sz000818
2015-04-22,201501,1.268978,assetToEquity,sz000818
2015-04-22,201501,0.036966,CFOToOR,sz000818
2015-04-22,201501,1.208533,CFOToNP,sz000818
2015-04-22,201501,0.036966,CFOToGr,sz000818
2015-04-22,201501,0.045844,YOYEquity,sz000818
2015-04-22,201501,0.166152,YOYNI,sz000818
2015-04-22,201501,0.197425,YOYEPSBasic,sz000818
2015-04-22,201501,0.195775,YOYPNI,sz000818
2015-04-22,201501,0.009527,roeAvg,sz000818
2015-04-22,201501,0.030588,npMargin,sz000818
2015-04-22,201501,18784608.91,netProfit,sz000818
2015-04-22,201501,0.129626,epsTTM,sz000818
2015-04-22,201501,,MBRevenue,sz000818
2015-04-22,201501,680000000.0,totalShare,sz000818
2015-04-22,201501,680000000.0,liqaShare,sz000818
2015-04-22,201501,0.009527,dupontROE,sz000818
2015-04-22,201501,1.324142,dupontAssetStoEquity,sz000818
2015-04-22,201501,0.232966,dupontAssetTurn,sz000818
2015-04-22,201501,1.009652,dupontPnitoni,sz000818
2015-04-22,201501,0.030588,dupontNitogr,sz000818
2015-04-22,201501,0.999986,dupontTaxBurden,sz000818
2015-04-22,201501,0.232966,AssetTurnRatio,sz000818
2016-04-23,201601,-0.310021,YOYLiability,sz000818
2016-04-23,201601,0.149582,liabilityToAsset,sz000818
2016-04-23,201601,1.175893,assetToEquity,sz000818
2016-04-23,201601,-0.116382,CFOToOR,sz000818
2016-04-23,201601,-7.818531,CFOToNP,sz000818
2016-04-23,201601,-0.116382,CFOToGr,sz000818
2016-04-23,201601,0.057345,YOYEquity,sz000818
2016-04-23,201601,-0.588803,YOYNI,sz000818
2016-04-23,201601,-0.516129,YOYEPSBasic,sz000818
2016-04-23,201601,-0.515117,YOYPNI,sz000818
