date,period,value,field,symbol
2015-04-30,201501,,YOYLiability,sh601198
2015-04-30,201501,0.78,liabilityToAsset,sh601198
2015-04-30,201501,4.545452,assetToEquity,sh601198
2015-04-30,201501,0.649099,CFOToOR,sh601198
2015-04-30,201501,1.287725,CFOToNP,sh601198
2015-04-30,201501,0.649099,CFOToGr,sh601198
2015-04-30,201501,,YOYEquity,sh601198
2015-04-30,201501,1.904933,YOYNI,sh601198
2015-04-30,201501,1.583333,YOYEPSBasic,sh601198
2015-04-30,201501,1.904933,YOYPNI,sh601198
2015-04-30,201501,0.06804,roeAvg,sh601198
2015-04-30,201501,0.504067,npMargin,sh601198
2015-04-30,201501,681265084.95,netProfit,sh601198
2015-04-30,201501,0.593987,epsTTM,sh601198
2015-04-30,201501,,MBRevenue,sh601198
2015-04-30,201501,2504000000.0,totalShare,sh601198
2015-04-30,201501,500000000.0,liqaShare,sh601198
2015-04-30,201501,0.06804,dupontROE,sh601198
2015-04-30,201501,4.985509,dupontAssetStoEquity,sh601198
2015-04-30,201501,0.027075,dupontAssetTurn,sh601198
2015-04-30,201501,1.0,dupontPnitoni,sh601198
2015-04-30,201501,0.504067,dupontNitogr,sh601198
2015-04-30,201501,0.804674,dupontTaxBurden,sh601198
2015-04-30,201501,0.027075,AssetTurnRatio,sh601198
2016-04-30,201601,0.417691,YOYLiability,sh601198
2016-04-30,201601,0.824939,liabilityToAsset,sh601198
2016-04-30,201601,5.712303,assetToEquity,sh601198
2016-04-30,201601,-3.827928,CFOToOR,sh601198
2016-04-30,201601,-9.262828,CFOToNP,sh601198
2016-04-30,201601,-3.827928,CFOToGr,sh601198
2016-04-30,201601,0.065939,YOYEquity,sh601198
2016-04-30,201601,-0.590658,YOYNI,sh601198
2016-04-30,201601,-0.645161,YOYEPSBasic,sh601198
2016-04-30,201601,-0.590657,YOYPNI,sh601198
2016-04-30,201601,0.020652,roeAvg,sh601198
2016-04-30,201601,0.413257,npMargin,sh601198
2016-04-30,201601,278853269.07,netProfit,sh601198
2016-04-30,201601,0.655574,epsTTM,sh601198
2016-04-30,201601,,MBRevenue,sh601198
2016-04-30,201601,2504000000.0,totalShare,sh601198
2016-04-30,201601,904000000.0,liqaShare,sh601198
2016-04-30,201601,0.020652,dupontROE,sh601198
2016-04-30,201601,5.550546,dupontAssetStoEquity,sh601198
2016-04-30,201601,0.009003,dupontAssetTurn,sh601198
2016-04-30,201601,1.000019,dupontPnitoni,sh601198
2016-04-30,201601,0.413257,dupontNitogr,sh601198
2016-04-30,201601,0.782192,dupontTaxBurden,sh601198
2016-04-30,201601,0.009003,AssetTurnRatio,sh601198
2017-04-24,201701,-0.189248,YOYLiability,sh601198
2017-04-24,201701,0.732279,liabilityToAsset,sh601198
2017-04-24,201701,3.735235,assetToEquity,sh601198
2017-04-24,201701,2.190854,CFOToOR,sh601198
2017-04-24,201701,5.137548,CFOToNP,sh601198
2017-04-24,201701,2.190854,CFOToGr,sh601198
2017-04-24,201701,0.394444,YOYEquity,sh601198
2017-04-24,201701,0.101974,YOYNI,sh601198
2017-04-24,201701,0.0,YOYEPSBasic,sh601198
2017-04-24,201701,0.084603,YOYPNI,sh601198
2017-04-24,201701,0.016334,roeAvg,sh601198
2017-04-24,201701,0.42644,npMargin,sh601198
2017-04-24,201701,307289063.94,netProfit,sh601198
2017-04-24,201701,0.499109,epsTTM,sh601198
2017-04-24,201701,,MBRevenue,sh601198
2017-04-24,201701,2757960657.0,totalShare,sh601198
2017-04-24,201701,904000000.0,liqaShare,sh601198
2017-04-24,201701,0.016334,dupontROE,sh601198
2017-04-24,201701,3.85335,dupontAssetStoEquity,sh601198
2017-04-24,201701,0.010099,dupontAssetTurn,sh601198
2017-04-24,201701,0.984256,dupontPnitoni,sh601198
2017-04-24,201701,0.42644,dupontNitogr,sh601198
2017-04-24,201701,0.837125,dupontTaxBurden,sh601198
2017-04-24,201701,0.010099,AssetTurnRatio,sh601198
2018-04-27,201801,0.312686,YOYLiability,sh601198
2018-04-27,201801,0.775606,liabilityToAsset,sh601198
2018-04-27,201801,4.456451,assetToEquity,sh601198
2018-04-27,201801,8.490604,CFOToOR,sh601198
2018-04-27,201801,20.15179,CFOToNP,sh601198
2018-04-27,201801,8.490604,CFOToGr,sh601198
2018-04-27,201801,0.03949,YOYEquity,sh601198
2018-04-27,201801,-0.098456,YOYNI,sh601198
2018-04-27,201801,-0.090909,YOYEPSBasic,sh601198
2018-04-27,201801,-0.083036,YOYPNI,sh601198
2018-04-27,201801,0.014343,roeAvg,sh601198
2018-04-27,201801,0.421333,npMargin,sh601198
2018-04-27,201801,277034497.87,netProfit,sh601198
2018-04-27,201801,0.46561,epsTTM,sh601198
2018-04-27,201801,,MBRevenue,sh601198
2018-04-27,201801,2757960657.0,totalShare,sh601198
2018-04-27,201801,2757960657.0,liqaShare,sh601198
2018-04-27,201801,0.014343,dupontROE,sh601198
2018-04-27,201801,4.256752,dupontAssetStoEquity,sh601198
2018-04-27,201801,0.007988,dupontAssetTurn,sh601198
2018-04-27,201801,1.001091,dupontPnitoni,sh601198
2018-04-27,201801,0.421333,dupontNitogr,sh601198
2018-04-27,201801,0.848854,dupontTaxBurden,sh601198
2018-04-27,201801,0.007988,AssetTurnRatio,sh601198
2019-04-27,201901,0.03745,YOYLiability,sh601198
2019-04-27,201901,0.777616,liabilityToAsset,sh601198
2019-04-27,201901,4.496733,assetToEquity,sh601198
2019-04-27,201901,8.925812,CFOToOR,sh601198
2019-04-27,201901,16.521118,CFOToNP,sh601198
2019-04-27,201901,8.925812,CFOToGr,sh601198
2019-04-27,201901,0.025379,YOYEquity,sh601198
2019-04-27,201901,1.003284,YOYNI,sh601198
2019-04-27,201901,1.0,YOYEPSBasic,sh601198
2019-04-27,201901,0.999786,YOYPNI,sh601198
2019-04-27,201901,0.02802,roeAvg,sh601198
2019-04-27,201901,0.540267,npMargin,sh601198
2019-04-27,201901,554978904.27,netProfit,sh601198
2019-04-27,201901,0.466042,epsTTM,sh601198
2019-04-27,201901,,MBRevenue,sh601198
2019-04-27,201901,2757960657.0,totalShare,sh601198
2019-04-27,201901,2757960657.0,liqaShare,sh601198
2019-04-27,201901,0.02802,dupontROE,sh601198
2019-04-27,201901,4.164787,dupontAssetStoEquity,sh601198
2019-04-27,201901,,dupontAssetTurn,sh601198
2019-04-27,201901,0.999342,dupontPnitoni,sh601198
2019-04-27,201901,0.540267,dupontNitogr,sh601198
2019-04-27,201901,0.793445,dupontTaxBurden,sh601198
2019-04-27,201901,,AssetTurnRatio,sh601198
2020-04-30,202001,-0.04257,YOYLiability,sh601198
2020-04-30,202001,0.763837,liabilityToAsset,sh601198
2020-04-30,202001,4.234363,assetToEquity,sh601198
2020-04-30,202001,11.335315,CFOToOR,sh601198
2020-04-30,202001,26.125263,CFOToNP,sh601198
2020-04-30,202001,11.335315,CFOToGr,sh601198
2020-04-30,202001,0.035045,YOYEquity,sh601198
2020-04-30,202001,-0.442299,YOYNI,sh601198
2020-04-30,202001,-0.45,YOYEPSBasic,sh601198
2020-04-30,202001,-0.442321,YOYPNI,sh601198
2020-04-30,202001,0.01511,roeAvg,sh601198
2020-04-30,202001,0.433883,npMargin,sh601198
2020-04-30,202001,309512125.97,netProfit,sh601198
2020-04-30,202001,0.35366,epsTTM,sh601198
2020-04-30,202001,,MBRevenue,sh601198
2020-04-30,202001,2757960657.0,totalShare,sh601198
2020-04-30,202001,2757960657.0,liqaShare,sh601198
2020-04-30,202001,0.01511,dupontROE,sh601198
2020-04-30,202001,4.033535,dupontAssetStoEquity,sh601198
