code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare,code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio,code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI,code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity,code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz000004,2020-10-30,2020-09-30,0.040460,0.373123,0.823844,54841403.590000,0.427024,,165052625.00,83918684.00,sz000004,2020-10-30,2020-09-30,0.494758,545.721792,,,0.291715,0.096608,sz000004,2020-10-30,2020-09-30,13.599193,10.912087,5.203113,3.939189,6.778095,sz000004,2020-10-30,2020-09-30,6.394298,6.394298,1.570655,5.989555,0.055939,1.059254,sz000004,2020-10-30,2020-09-30,0.340180,0.659820,0.277894,,-0.364372,-0.976545,-0.364372,sz000004,2020-10-30,2020-09-30,0.040460,1.071636,0.096608,1.047400,0.373123,0.906274,1.029191,0.400034
sz000004,2021-10-27,2021-09-30,0.022893,0.204311,0.621143,33958991.480000,0.262295,,156003026.00,116330763.00,sz000004,2021-10-27,2021-09-30,0.451817,597.587126,,,0.299379,0.104300,sz000004,2021-10-27,2021-09-30,0.028221,0.048641,-0.380778,-0.405460,-0.412672,sz000004,2021-10-27,2021-09-30,4.437539,4.437539,0.851677,0.533815,0.081821,1.089112,sz000004,2021-10-27,2021-09-30,0.354199,0.645801,0.281732,,-0.325149,-1.591437,-0.325149,sz000004,2021-10-27,2021-09-30,0.022893,1.081379,0.104300,0.993452,0.204311,0.985920,1.022059,0.202757
sz000004,2022-10-28,2022-09-30,-0.061749,-0.685912,0.480998,-57770984.010000,-4.513501,,132848008.00,116328474.00,sz000004,2022-10-28,2022-09-30,0.239280,1128.387250,2.121560,127.264834,0.143774,0.077848,sz000004,2022-10-28,2022-09-30,-0.402295,-0.351289,-2.701198,-2.818753,-2.682612,sz000004,2022-10-28,2022-09-30,3.486472,3.357237,0.787570,0.225576,0.154579,1.182843,sz000004,2022-10-28,2022-09-30,0.527746,0.472254,0.386437,,-0.459241,,-0.459241,sz000004,2022-10-28,2022-09-30,-0.061749,1.176901,0.077848,0.982598,-0.685912,0.870805,0.998051,-0.789214
sz000004,2015-04-30,2014-12-31,0.048519,0.193835,0.387548,15624813.560000,0.045267,79942137.390000,83976684.00,83875459.00,sz000004,2015-04-30,2014-12-31,24.791980,14.520825,0.357804,1006.137764,0.367795,0.277753,sz000004,2015-04-30,2014-12-31,0.050449,0.396984,1.695444,6.000000,4.678593,sz000004,2015-04-30,2014-12-31,1.759327,0.466113,0.266100,0.852605,0.534754,2.149403,sz000004,2015-04-30,2014-12-31,0.780624,0.219376,0.173269,,-0.068653,-0.354183,-0.068653,sz000004,2015-04-30,2014-12-31,0.048519,3.704202,0.277753,0.243291,0.193835,0.756071,1.044781,0.245383
sz000004,2016-04-30,2015-12-31,0.015416,0.056927,0.352808,6857151.710000,0.014851,119766968.480000,83976684.00,82961884.00,sz000004,2016-04-30,2015-12-31,53.911663,6.677590,0.351408,1024.451398,0.407905,0.326897,sz000004,2016-04-30,2015-12-31,0.015539,0.178522,-0.561137,-0.671082,-0.671930,sz000004,2016-04-30,2015-12-31,1.596114,0.376157,0.251821,0.301161,0.590402,2.441416,sz000004,2016-04-30,2015-12-31,0.819039,0.180961,0.122227,,0.076891,1.350688,0.076891,sz000004,2016-04-30,2015-12-31,0.015416,4.554764,0.326897,0.181871,0.056927,0.634416,1.029482,0.087162
sz000004,2017-04-11,2016-12-31,0.388437,0.138062,0.346221,39716316.220000,0.467979,286908026.580000,83976684.00,82961384.00,sz000004,2017-04-11,2016-12-31,167.604472,2.147914,1.466653,245.456908,1.248672,0.924405,sz000004,2017-04-11,2016-12-31,0.482063,-0.438848,4.791955,30.409396,30.512095,sz000004,2017-04-11,2016-12-31,3.657461,3.469742,2.755502,-0.806623,0.203456,1.255424,sz000004,2017-04-11,2016-12-31,0.600012,0.399988,0.426312,19.463344,0.514234,3.724660,0.514234,sz000004,2017-04-11,2016-12-31,0.388437,3.075874,0.924405,0.989500,0.138062,0.859927,0.948621,0.169247
sz000004,2018-04-28,2017-12-31,0.068476,0.042511,0.619412,5892241.410000,0.102013,137590309.740000,83976684.00,82963684.00,sz000004,2018-04-28,2017-12-31,24.833489,14.496553,4.855790,74.138291,0.991238,0.562797,sz000004,2018-04-28,2017-12-31,0.070903,0.201720,-0.851642,-0.782051,-0.782013,sz000004,2018-04-28,2017-12-31,2.068985,1.857892,1.505397,0.862012,0.315247,1.460380,sz000004,2018-04-28,2017-12-31,0.540944,0.459056,0.387116,,0.104177,2.450593,0.104177,sz000004,2018-04-28,2017-12-31,0.068476,1.968575,0.562797,1.453898,0.042511,0.606420,1.154749,0.060707
sz000004,2019-04-26,2018-12-31,-0.169897,-0.058911,0.818792,-21612682.100000,-0.241386,365424447.970000,83976684.00,82933609.00,sz000004,2019-04-26,2018-12-31,19.979281,18.018666,4.480405,80.349875,1.641486,1.183406,sz000004,2019-04-26,2018-12-31,-0.155758,0.306249,-4.667990,-3.366667,-3.366224,sz000004,2019-04-26,2018-12-31,1.805236,1.805236,0.293344,0.980489,0.477966,1.915584,sz000004,2019-04-26,2018-12-31,0.858729,0.141271,0.293444,,-0.145311,,-0.145311,sz000004,2019-04-26,2018-12-31,-0.169897,2.598310,1.183406,0.937912,-0.058911,0.828074,0.944713,-0.075306
sz000004,2020-04-28,2019-12-31,0.004135,-0.033294,0.730102,-3603992.920000,0.036907,107446597.270000,83976684.00,83920684.00,sz000004,2020-04-28,2019-12-31,0.742593,484.787776,,,0.276651,0.117298,sz000004,2020-04-28,2019-12-31,11.722736,3.255655,0.833246,1.152858,1.152898,sz000004,2020-04-28,2019-12-31,5.621300,5.621300,1.727859,-0.463612,0.060243,1.064105,sz000004,2020-04-28,2019-12-31,0.321838,0.678162,0.253560,,-0.146618,,-0.146618,sz000004,2020-04-28,2019-12-31,0.004135,1.231255,0.117298,-0.859982,-0.033294,-0.594903,1.383378,0.040456
sz000004,2021-04-28,2020-12-31,0.045404,0.220975,0.752981,61990293.980000,0.391530,280022530.260000,165052625.00,83920684.00,sz000004,2021-04-28,2020-12-31,0.961541,374.398920,14.109968,25.513878,0.552077,0.183470,sz000004,2021-04-28,2020-12-31,0.048228,0.046218,18.200448,9.609756,19.850422,sz000004,2021-04-28,2020-12-31,5.195587,5.147918,1.748816,0.185503,0.068264,1.073265,sz000004,2021-04-28,2020-12-31,0.342353,0.657647,0.277354,,0.014166,0.064106,0.014166,sz000004,2021-04-28,2020-12-31,0.045404,1.074290,0.183470,1.042472,0.220975,1.010251,1.003694,0.217928
sz000004,2022-04-30,2021-12-31,-0.423464,-1.760113,0.560689,-508574482.450000,-3.263445,283614476.570000,156003026.00,116330763.00,sz000004,2022-04-30,2021-12-31,0.837605,429.796912,9.949800,36.181632,0.502048,0.216103,sz000004,2022-04-30,2021-12-31,-0.349475,-0.289718,-9.204099,-9.062835,-8.878098,sz000004,2022-04-30,2021-12-31,3.934657,3.803000,1.082738,0.520830,0.146164,1.171185,sz000004,2022-04-30,2021-12-31,0.554465,0.445535,0.421841,,0.010734,,0.010734,sz000004,2022-04-30,2021-12-31,-0.423464,1.112141,0.216103,1.001048,-1.760113,1.012704,0.995865,-1.745251
sz000005,2014-04-26,2014-03-31,-0.014006,-0.712738,0.180310,-8682228.390000,-0.045707,,914333607.00,913743007.00,sz000005,2014-04-26,2014-03-31,5.761716,15.620346,0.646642,139.180585,0.046012,0.010226,sz000005,2014-04-26,2014-03-31,-0.084969,0.018140,0.059896,0.059406,0.059896,sz000005,2014-04-26,2014-03-31,0.464806,0.437991,0.112015,0.156896,0.484408,1.939518,sz000005,2014-04-26,2014-03-31,0.225027,0.774973,0.514328,-3.951202,0.120672,,0.120672,sz000005,2014-04-26,2014-03-31,-0.014006,1.921710,0.010226,1.000000,-0.712738,1.000000,1.253088,-0.568785
sz000005,2015-04-28,2015-03-31,-0.012118,-0.598169,0.297389,-8066504.980000,0.047882,,914333607.00,913743007.00,sz000005,2015-04-28,2015-03-31,9.272418,9.706206,0.614975,146.347511,0.055647,0.009894,sz000005,2015-04-28,2015-03-31,0.074869,0.138490,0.070918,0.073684,0.070918,sz000005,2015-04-28,2015-03-31,0.370915,0.347080,0.073018,0.206207,0.513220,2.054318,sz000005,2015-04-28,2015-03-31,0.176641,0.823359,0.486080,-6.742990,1.289965,,1.289965,sz000005,2015-04-28,2015-03-31,-0.012118,2.047450,0.009894,1.000000,-0.598169,1.000000,1.148302,-0.520916
sz000005,2016-04-27,2016-03-31,-0.005941,-0.147871,0.497431,-6420800.800000,-0.050992,,1058536842.00,913743007.00,sz000005,2016-04-27,2016-03-31,0.585243,153.782379,0.075370,1194.111538,0.059011,0.020174,sz000005,2016-04-27,2016-03-31,0.725852,0.552917,0.204017,0.272727,0.156497,sz000005,2016-04-27,2016-03-31,0.796757,0.486338,0.128070,0.295898,0.428279,1.749104,sz000005,2016-04-27,2016-03-31,0.330042,0.669958,0.407775,-2.010385,-0.812824,,-0.812824,sz000005,2016-04-27,2016-03-31,-0.005941,1.879313,0.020174,1.059700,-0.147871,1.000000,1.497417,-0.098751
sz000005,2017-04-27,2017-03-31,-0.007938,-0.135855,0.340668,-9706812.750000,0.099497,,1058536842.00,951222460.00,sz000005,2017-04-27,2017-03-31,0.453834,198.310338,0.109715,820.306271,0.072424,0.027809,sz000005,2017-04-27,2017-03-31,0.114259,0.237132,-0.511776,-0.500000,-0.490313,sz000005,2017-04-27,2017-03-31,0.822742,0.471787,0.045020,0.400092,0.484693,1.940591,sz000005,2017-04-27,2017-03-31,0.395703,0.604297,0.374702,-0.459442,-2.553789,,-2.553789,sz000005,2017-04-27,2017-03-31,-0.007938,2.011252,0.027809,1.044655,-0.135855,1.000000,3.176551,-0.042768
sz000005,2018-04-21,2018-03-31,0.012136,0.104840,0.383507,15951538.550000,0.039296,,1058536842.00,951222460.00,sz000005,2018-04-21,2018-03-31,0.784163,114.772114,0.225409,399.273888,0.127756,0.052539,sz000005,2018-04-21,2018-03-31,0.052090,0.102820,2.643334,2.593750,2.592395,sz000005,2018-04-21,2018-03-31,0.903793,0.590067,0.067500,0.153122,0.506801,2.027579,sz000005,2018-04-21,2018-03-31,0.416279,0.583721,0.361805,2.927848,0.019085,0.182043,0.019085,sz000005,2018-04-21,2018-03-31,0.012136,2.176453,0.052539,1.012274,0.104840,1.000000,0.658452,0.159222
sz000005,2019-04-25,2019-03-31,-0.011991,-0.214525,0.256226,-17959877.540000,0.108556,,1058536842.00,1057946242.00,sz000005,2019-04-25,2019-03-31,0.286237,314.424375,0.133149,675.935698,0.049471,0.027568,sz000005,2019-04-25,2019-03-31,0.099241,0.025130,-2.125903,-2.098039,-2.099323,sz000005,2019-04-25,2019-03-31,1.179386,0.849119,0.080925,-0.047049,0.471118,1.890779,sz000005,2019-04-25,2019-03-31,0.551994,0.448006,0.381846,-1.434323,0.841826,,0.841826,sz000005,2019-04-25,2019-03-31,-0.011991,2.051360,0.027568,0.988377,-0.214525,1.024636,1.697193,-0.123361
sz000005,2020-04-30,2020-03-31,-0.013587,-0.489203,0.315222,-22357995.690000,0.059884,,1058536842.00,1057946242.00,sz000005,2020-04-30,2020-03-31,0.114072,788.975363,0.134729,668.008700,0.028696,0.016108,sz000005,2020-04-30,2020-03-31,0.042578,-0.055374,-0.244886,-0.178571,-0.182349,sz000005,2020-04-30,2020-03-31,1.367932,1.341384,0.082135,-0.166901,0.415495,1.710850,sz000005,2020-04-30,2020-03-31,0.550767,0.449233,0.419482,-2.789754,0.545984,,0.545984,sz000005,2020-04-30,2020-03-31,-0.013587,1.836829,0.016108,0.938726,-0.489203,1.002518,1.255093,-0.388795
sz000005,2021-04-30,2021-03-31,0.006736,0.172680,0.317922,8316546.410000,-0.338295,,1058536842.00,1057946242.00,sz000005,2021-04-30,2021-03-31,0.146287,615.227170,1.899503,47.380821,0.036124,0.019769,sz000005,2021-04-30,2021-03-31,-0.186315,-0.137943,1.371972,1.398990,1.399324,sz000005,2021-04-30,2021-03-31,1.243466,1.223351,0.076032,-0.082585,0.442177,1.792682,sz000005,2021-04-30,2021-03-31,0.539881,0.460119,0.451001,2.423116,-0.662450,-3.836286,-0.662450,sz000005,2021-04-30,2021-03-31,0.006736,1.958148,0.019769,1.007753,0.172680,0.967524,0.631426,0.282656
sz000005,2022-04-27,2022-03-31,0.001138,0.020795,0.149794,608441.380000,0.124909,,1058536842.00,1057946242.00,sz000005,2022-04-27,2022-03-31,0.178956,502.916925,1.725030,52.173003,0.022688,0.012088,sz000005,2022-04-27,2022-03-31,0.102125,-0.015614,-0.926840,-0.810127,-0.813223,sz000005,2022-04-27,2022-03-31,1.518827,1.501515,0.103792,-0.162092,0.376380,1.603540,sz000005,2022-04-27,2022-03-31,0.524454,0.475546,0.519069,1.148209,-0.475627,-22.872289,-0.475627,sz000005,2022-04-27,2022-03-31,0.001138,1.760279,0.012088,2.572768,0.020795,0.717756,0.272443,0.106342
sz000005,2014-08-29,2014-06-30,-0.041234,-1.057152,0.168807,-25219942.170000,-0.049334,23856492.740000,914333607.00,913743007.00,sz000005,2014-08-29,2014-06-30,11.362062,15.842195,1.293975,139.106257,0.077644,0.017153,sz000005,2014-08-29,2014-06-30,-0.091895,0.354394,-0.123040,-0.121951,-0.123040,sz000005,2014-08-29,2014-06-30,0.355976,0.340612,0.051400,0.924418,0.623941,2.659156,sz000005,2014-08-29,2014-06-30,0.222034,0.777966,0.375491,-6.415678,-3.994006,,-3.994006,sz000005,2014-08-29,2014-06-30,-0.041234,2.273870,0.017153,1.000000,-1.057152,1.000000,1.155868,-0.914596
sz000005,2015-07-25,2015-06-30,-0.035234,-0.639060,0.299257,-23188508.260000,0.049430,36285339.200000,914333607.00,913743007.00,sz000005,2015-07-25,2015-06-30,18.805963,9.571432,1.653328,108.871300,0.155387,0.026796,sz000005,2015-07-25,2015-06-30,0.079299,-0.157764,0.080549,0.107143,0.080549,sz000005,2015-07-25,2015-06-30,0.345007,0.321165,0.055492,-0.300646,0.518092,2.075085,sz000005,2015-07-25,2015-06-30,0.165816,0.834184,0.481194,-5.676518,0.955280,,0.955280,sz000005,2015-07-25,2015-06-30,-0.035234,2.057572,0.026796,1.000000,-0.639060,1.000000,1.176164,-0.543342
sz000005,2016-08-25,2016-06-30,0.104750,0.691559,0.312029,131363454.370000,0.089678,189952624.190000,1058536842.00,913743007.00,sz000005,2016-08-25,2016-06-30,1.763482,102.070763,0.435986,412.857678,0.242249,0.083829,sz000005,2016-08-25,2016-06-30,0.973143,0.742623,6.665024,5.800000,6.475902,sz000005,2016-08-25,2016-06-30,0.801505,0.506642,0.122407,0.429114,0.424884,1.738780,sz000005,2016-08-25,2016-06-30,0.339295,0.660705,0.424890,34.141667,-0.177193,-0.256223,-0.177193,sz000005,2016-08-25,2016-06-30,0.104750,1.869290,0.083829,0.966616,0.691559,0.963454,0.970710,0.739450
sz000005,2017-08-26,2017-06-30,-0.013942,-0.073959,0.304620,-15057983.060000,-0.034083,203598763.150000,1058536842.00,951222460.00,sz000005,2017-08-26,2017-06-30,1.514387,118.859961,0.285165,631.213332,0.190888,0.076845,sz000005,2017-08-26,2017-06-30,-0.008565,0.185551,-1.114628,-1.140000,-1.139845,sz000005,2017-08-26,2017-06-30,0.917683,0.475537,0.060527,0.441023,0.516442,2.068003,sz000005,2017-08-26,2017-06-30,0.430559,0.569441,0.350773,0.349216,-1.815901,,-1.815901,sz000005,2017-08-26,2017-06-30,-0.013942,2.080228,0.076845,1.179261,-0.073959,1.507510,-1.863556,0.026326
sz000005,2018-08-30,2018-06-30,0.006141,0.032508,0.381982,8900466.580000,0.038933,178369956.340000,1058536842.00,951222460.00,sz000005,2018-08-30,2018-06-30,1.514657,118.838819,0.378754,475.242069,0.232608,0.094683,sz000005,2018-08-30,2018-06-30,0.052100,0.035894,1.591080,1.458333,1.458780,sz000005,2018-08-30,2018-06-30,0.880872,0.521779,0.039350,0.018510,0.507775,2.031591,sz000005,2018-08-30,2018-06-30,0.407843,0.592157,0.360919,1.460067,-0.190954,-5.874005,-0.190954,sz000005,2018-08-30,2018-06-30,0.006141,2.179764,0.094683,0.915311,0.032508,0.799046,0.315100,0.129115
sz000005,2019-08-29,2019-06-30,0.040895,0.150990,0.405541,64040288.410000,0.191677,417536316.480000,1058536842.00,1057946242.00,sz000005,2019-08-29,2019-06-30,1.250057,143.993398,0.554149,324.822126,0.246900,0.140343,sz000005,2019-08-29,2019-06-30,0.168155,0.017984,6.195161,6.636364,6.639275,sz000005,2019-08-29,2019-06-30,1.322965,0.983705,0.047225,-0.124417,0.436745,1.775393,sz000005,2019-08-29,2019-06-30,0.575023,0.424977,0.414343,9.010950,0.238046,1.576564,0.238046,sz000005,2019-08-29,2019-06-30,0.040895,1.985838,0.140343,0.971807,0.150990,0.722595,0.889024,0.235039
sz000005,2020-08-29,2020-06-30,-0.019661,-0.251445,0.155654,-33501530.980000,0.075880,131162985.460000,1058536842.00,1057946242.00,sz000005,2020-08-29,2020-06-30,0.336401,535.075696,0.462200,389.441795,0.084907,0.044412,sz000005,2020-08-29,2020-06-30,0.041022,0.015501,-1.523132,-1.517007,-1.516296,sz000005,2020-08-29,2020-06-30,1.262201,1.230009,0.052490,-0.013460,0.424289,1.736982,sz000005,2020-08-29,2020-06-30,0.519134,0.480866,0.436622,-1.653192,0.303596,,0.303596,sz000005,2020-08-29,2020-06-30,-0.019661,1.835700,0.044412,0.959107,-0.251445,1.004071,1.604891,-0.156039
sz000005,2021-08-27,2021-06-30,0.144603,1.174131,0.195339,192101607.130000,-0.153093,160993419.110000,1058536842.00,1057946242.00,sz000005,2021-08-27,2021-06-30,0.597044,301.485516,8.688091,20.718014,0.121903,0.066850,sz000005,2021-08-27,2021-06-30,-0.114246,-0.182486,6.734114,7.006579,7.015282,sz000005,2021-08-27,2021-06-30,1.487830,1.468930,0.161689,-0.284097,0.371553,1.591224,sz000005,2021-08-27,2021-06-30,0.542236,0.457764,0.523490,19.198232,-0.487326,-0.415052,-0.487326,sz000005,2021-08-27,2021-06-30,0.144603,1.831051,0.066850,1.006136,1.174131,0.957686,0.947912,1.293378
sz000005,2022-08-27,2022-06-30,0.004871,0.046285,0.149833,4135757.090000,-0.044899,87724602.920000,1058536842.00,1057946242.00,sz000005,2022-08-27,2022-06-30,0.556953,323.186990,5.365005,33.550762,0.069474,0.036886,sz000005,2022-08-27,2022-06-30,-0.034630,-0.023053,-0.978471,-0.965498,-0.965250,sz000005,2022-08-27,2022-06-30,1.509397,1.492734,0.123415,-0.014497,0.374807,1.599505,sz000005,2022-08-27,2022-06-30,0.520618,0.479382,0.520079,1.846507,0.343026,7.411164,0.343026,sz000005,2022-08-27,2022-06-30,0.004871,1.756733,0.036886,1.624003,0.046285,1.181403,0.458437,0.085460
sz000005,2014-10-29,2014-09-30,-0.052495,-0.891282,0.237155,-31948217.350000,-0.049536,,914333607.00,913743007.00,sz000005,2014-10-29,2014-09-30,16.892994,15.982957,1.785805,151.192312,0.119307,0.025831,sz000005,2014-10-29,2014-09-30,-0.092087,0.387702,-0.101659,-0.093750,-0.101659,sz000005,2014-10-29,2014-09-30,0.342313,0.326972,0.051665,1.026799,0.626295,2.675905,sz000005,2014-10-29,2014-09-30,0.214318,0.785682,0.373037,-5.646390,-2.512324,,-2.512324,sz000005,2014-10-29,2014-09-30,-0.052495,2.280108,0.025831,1.000000,-0.891282,1.000000,1.177104,-0.757182
sz000005,2015-10-30,2015-09-30,-0.045565,-0.652051,0.252604,-29836022.320000,0.049518,,914333607.00,913743007.00,sz000005,2015-10-30,2015-09-30,21.126566,12.780118,2.227299,121.223042,0.196592,0.033853,sz000005,2015-10-30,2015-09-30,0.079132,-0.157628,0.066113,0.057143,0.066113,sz000005,2015-10-30,2015-09-30,0.341765,0.318060,0.050770,-0.298901,0.521260,2.088815,sz000005,2015-10-30,2015-09-30,0.165292,0.834708,0.478035,-4.648730,0.730855,,0.730855,sz000005,2015-10-30,2015-09-30,-0.045565,2.064191,0.033853,1.000000,-0.652051,1.000000,1.215112,-0.536618
sz000005,2016-10-31,2016-09-30,0.110044,0.404809,0.289436,141884379.830000,0.102373,,1058536842.00,913743007.00,sz000005,2016-10-31,2016-09-30,3.244379,83.220864,0.686587,393.249488,0.399328,0.148710,sz000005,2016-10-31,2016-09-30,1.004255,0.885267,5.755472,4.818182,5.483486,sz000005,2016-10-31,2016-09-30,0.844401,0.484553,0.124049,0.671778,0.462232,1.859537,sz000005,2016-10-31,2016-09-30,0.389086,0.610914,0.397517,11.135753,-0.278941,-0.689068,-0.278941,sz000005,2016-10-31,2016-09-30,0.110044,1.938899,0.148710,0.942806,0.404809,0.940949,0.910199,0.472659
sz000005,2017-10-31,2017-09-30,-0.012722,-0.035242,0.298627,-11073937.200000,-0.039040,,1058536842.00,951222460.00,sz000005,2017-10-31,2017-09-30,2.334864,115.638415,0.429126,629.185237,0.292118,0.118128,sz000005,2017-10-31,2017-09-30,-0.012611,0.108357,-1.078049,-1.119048,-1.121203,sz000005,2017-10-31,2017-09-30,0.919571,0.457214,0.044397,0.243713,0.518681,2.077624,sz000005,2017-10-31,2017-09-30,0.433812,0.566188,0.347784,0.865197,-0.903890,,-0.903890,sz000005,2017-10-31,2017-09-30,-0.012722,2.087274,0.118128,1.464096,-0.035242,3.182985,-0.155807,0.071062
sz000005,2018-10-30,2018-09-30,0.004927,0.022402,0.349791,8579817.480000,0.035949,,1058536842.00,951222460.00,sz000005,2018-10-30,2018-09-30,2.265368,119.185953,0.576393,468.430304,0.325448,0.131648,sz000005,2018-10-30,2018-09-30,0.049542,0.040668,1.774776,1.405229,1.402876,sz000005,2018-10-30,2018-09-30,0.860696,0.531320,0.038340,0.030991,0.513858,2.057011,sz000005,2018-10-30,2018-09-30,0.402754,0.597246,0.346248,1.360130,-0.087577,-3.909409,-0.087577,sz000005,2018-10-30,2018-09-30,0.004927,2.194392,0.131648,0.761316,0.022402,0.679076,0.264776,0.124590
sz000005,2019-10-30,2019-09-30,0.029445,0.083206,0.337619,47383926.700000,0.176496,,1058536842.00,1057946242.00,sz000005,2019-10-30,2019-09-30,1.663839,162.275283,0.794599,339.794071,0.318220,0.184128,sz000005,2019-10-30,2019-09-30,0.156267,0.054276,4.522720,5.790323,5.820314,sz000005,2019-10-30,2019-09-30,1.278372,0.948673,0.065521,-0.039452,0.468174,1.880316,sz000005,2019-10-30,2019-09-30,0.595304,0.404696,0.389468,4.877019,0.225045,2.704664,0.225045,sz000005,2019-10-30,2019-09-30,0.029445,2.044165,0.184128,0.940192,0.083206,0.658214,0.794957,0.159018
sz000005,2020-10-29,2020-09-30,-0.016849,-0.127280,0.159970,-27757685.990000,0.096892,,1058536842.00,1057946242.00,sz000005,2020-10-29,2020-09-30,0.566661,476.475410,0.752675,358.720733,0.140311,0.073048,sz000005,2020-10-29,2020-09-30,0.055968,-0.040798,-1.585804,-1.617577,-1.618954,sz000005,2020-10-29,2020-09-30,1.273668,1.240543,0.052966,-0.146331,0.416665,1.714282,sz000005,2020-10-29,2020-09-30,0.514104,0.485896,0.445079,-0.445217,0.122986,,0.122986,sz000005,2020-10-29,2020-09-30,-0.016849,1.824301,0.073048,0.993397,-0.127280,1.005837,3.229309,-0.039185
sz000005,2021-10-29,2021-09-30,0.145236,0.656166,0.166635,191560945.540000,-0.156480,,1058536842.00,1057946242.00,sz000005,2021-10-29,2021-09-30,1.121361,240.778733,15.149161,17.822769,0.213429,0.117852,sz000005,2021-10-29,2021-09-30,-0.115663,-0.154193,7.901186,8.057692,8.044677,sz000005,2021-10-29,2021-09-30,1.488669,1.468495,0.185209,-0.215424,0.386502,1.629996,sz000005,2021-10-29,2021-09-30,0.549937,0.450063,0.512237,14.502226,-0.214952,-0.327587,-0.214952,sz000005,2021-10-29,2021-09-30,0.145236,1.852104,0.117852,1.014052,0.656166,0.942321,0.930586,0.748271
sz000005,2022-10-31,2022-09-30,0.007304,0.042617,0.131464,7426823.780000,-0.042648,,1058536842.00,1057946242.00,sz000005,2022-10-31,2022-09-30,1.087791,248.209474,10.387690,25.992305,0.136184,0.072103,sz000005,2022-10-31,2022-09-30,-0.036075,-0.050874,-0.961230,-0.948229,-0.948155,sz000005,2022-10-31,2022-09-30,1.485482,1.467908,0.058703,-0.086312,0.372070,1.592535,sz000005,2022-10-31,2022-09-30,0.517559,0.482441,0.523020,2.481447,0.020304,0.476423,0.020304,sz000005,2022-10-31,2022-09-30,0.007304,1.752983,0.072103,1.356044,0.042617,1.043947,0.441024,0.092564
sz000005,2015-04-11,2014-12-31,0.066716,0.817855,0.262421,43163944.160000,0.047208,51849108.700000,914333607.00,913743007.00,sz000005,2015-04-11,2014-12-31,28.756942,12.518716,2.530306,142.275302,0.208850,0.041308,sz000005,2015-04-11,2014-12-31,0.072841,0.149758,2.019346,2.019438,2.019346,sz000005,2015-04-11,2014-12-31,0.378206,0.354415,0.086452,0.234828,0.509964,2.040665,sz000005,2015-04-11,2014-12-31,0.178958,0.821042,0.489329,3.705278,-0.173897,-0.212625,-0.173897,sz000005,2015-04-11,2014-12-31,0.066716,1.974805,0.041308,1.000000,0.817855,0.793849,0.730115,1.411067
sz000005,2016-04-27,2015-12-31,-0.060755,-0.642272,0.315214,-54031716.500000,-0.052185,84125970.690000,1058536842.00,913743007.00,sz000005,2016-04-27,2015-12-31,2.216373,162.427533,0.356662,1009.360180,0.165021,0.047253,sz000005,2016-04-27,2015-12-31,0.715224,0.605376,-2.251779,-2.262712,-2.279756,sz000005,2016-04-27,2015-12-31,0.832298,0.501897,0.175043,0.407291,0.447040,1.808449,sz000005,2016-04-27,2015-12-31,0.353236,0.646764,0.395207,-3.874951,0.187752,,0.187752,sz000005,2016-04-27,2015-12-31,-0.060755,1.958107,0.047253,1.022350,-0.642272,1.016059,1.258068,-0.502453
sz000005,2017-04-27,2016-12-31,0.089385,0.242729,0.301622,116962419.870000,0.102649,481044483.160000,1058536842.00,913743007.00,sz000005,2017-04-27,2016-12-31,4.085576,88.114869,0.927525,388.129575,0.562008,0.204126,sz000005,2017-04-27,2016-12-31,0.116487,0.151880,3.164699,2.721477,2.967029,sz000005,2017-04-27,2016-12-31,0.808671,0.449008,0.065719,0.194830,0.463708,1.864657,sz000005,2017-04-27,2016-12-31,0.371865,0.628135,0.390638,7.021198,-0.385717,-1.589083,-0.385717,sz000005,2017-04-27,2016-12-31,0.089385,1.941914,0.204126,0.928994,0.242729,0.922674,0.857574,0.306763
sz000005,2018-04-21,2017-12-31,0.011753,0.043200,0.347475,22935991.940000,0.014462,508064207.010000,1058536842.00,951222460.00,sz000005,2018-04-21,2017-12-31,2.992149,120.314845,0.830680,433.379731,0.500190,0.195216,sz000005,2018-04-21,2017-12-31,0.031181,0.152287,-0.803903,-0.858674,-0.859113,sz000005,2018-04-21,2017-12-31,0.860647,0.557930,0.063340,0.286570,0.517747,2.073602,sz000005,2018-04-21,2017-12-31,0.406268,0.593732,0.352141,2.304061,-0.458266,-10.607933,-0.458266,sz000005,2018-04-21,2017-12-31,0.011753,2.088011,0.195216,0.667442,0.043200,0.395731,0.565984,0.192878
